"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"01/06/2020","9,493.6","9,174.5","9,600.0","9,174.5","32.24M","3.78%"
"29/05/2020","9,147.9","9,201.1","9,201.1","9,121.3","8.22M","-0.58%"
"28/05/2020","9,201.1","9,227.7","9,307.5","9,174.5","6.47M","0.00%"
"27/05/2020","9,201.1","9,467.0","9,467.0","9,201.1","20.33M","-1.71%"
"26/05/2020","9,360.7","9,254.3","9,360.7","9,227.7","17.22M","1.73%"
"25/05/2020","9,201.1","9,174.5","9,280.9","9,147.9","7.98M","0.29%"
"22/05/2020","9,174.5","9,307.5","9,387.3","9,147.9","14.49M","-1.99%"
"21/05/2020","9,360.7","9,227.7","9,387.3","9,174.5","16.42M","1.73%"
"20/05/2020","9,201.1","9,174.5","9,254.3","9,121.3","7.64M","-0.57%"
"19/05/2020","9,254.3","9,254.3","9,307.5","9,174.5","17.24M","2.05%"
"18/05/2020","9,068.1","9,015.0","9,094.7","8,935.2","8.82M","0.59%"
"15/05/2020","9,015.0","9,254.3","9,280.9","9,015.0","15.14M","-2.02%"
"14/05/2020","9,201.1","9,201.1","9,334.1","9,094.7","13.86M","-1.14%"
"13/05/2020","9,307.5","9,254.3","9,387.3","9,041.6","19.81M","1.74%"
"12/05/2020","9,147.9","8,935.2","9,147.9","8,828.8","22.46M","2.38%"
"11/05/2020","8,935.2","8,988.4","9,041.6","8,775.6","26.08M","1.21%"
